,Unnamed: 0,title,description,text,topic
209,209,[VAULT] Droits d'accès sur Vault pour edl,"# Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: 
- Nom de l'application: 
- Groupe SUGOI:
  - [ ] à créer
  - [x] existant
  
## Environnement: 

- [x] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---","[VAULT] Droits d'accès sur Vault pour edl # Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: 
- Nom de l'application: 
- Groupe SUGOI:
  - [ ] à créer
  - [x] existant
  
## Environnement: 

- [x] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---",9
210,210,[VAULT] Droits d'accès sur Vault,"# Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application 

- Quartier: 
- Nom de l'application: r2d2,edl et majsql
- Groupe SUGOI:
  - [ ] à créer
  - [x] existant
  
## Environnement: 

- [x ] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---","[VAULT] Droits d'accès sur Vault # Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application 

- Quartier: 
- Nom de l'application: r2d2,edl et majsql
- Groupe SUGOI:
  - [ ] à créer
  - [x] existant
  
## Environnement: 

- [x ] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---",9
211,211,[Vault] accès pour Origami aux secrets Ocapi,"# Demande d'accès à Vault pour une équipe applicative

---

## Application

- Quartier: EN
- Nom de l'application: ocapi
- Groupe SUGOI: dev_gestion_secrets_origami           | existant

**Nous avons demandé les accès de ce groupe sugoi aux secrets d'origami, mais comme la base de données d'origami a ses secrets dans ocapi, il faudrait lui donner l'accès également aux secrets d'ocapi.**

## Environnement:

- [ ] Vault horsprod (secrets-horsprod)
- [ ] Vault prod (secrets-prodinterne)

---","[Vault] accès pour Origami aux secrets Ocapi # Demande d'accès à Vault pour une équipe applicative

---

## Application

- Quartier: EN
- Nom de l'application: ocapi
- Groupe SUGOI: dev_gestion_secrets_origami           | existant

**Nous avons demandé les accès de ce groupe sugoi aux secrets d'origami, mais comme la base de données d'origami a ses secrets dans ocapi, il faudrait lui donner l'accès également aux secrets d'ocapi.**

## Environnement:

- [ ] Vault horsprod (secrets-horsprod)
- [ ] Vault prod (secrets-prodinterne)

---",0
212,212,[LEI] Healthcheck KO depuis l'ihm publique,"Service concerné (Vault, keycloak, sugoi, AD, ...) : keycloak

Description du problème : Le front de l'ihm du site public lei n'arrive plus à se connecter au healthcheck du back du poste de gestion. Lors de l'appel de l'url https://lei-france.insee.fr/healthcheck on appelle https://api-gestion-lei-france.insee.fr/healthcheck pour vérifier la bonne santé du back. L'url en question peut normalement être consultée librement, mais entre 11h50 et 12h01 elle a commencé à renvoyer une 401. Elle reste accessible pour les utilisateurs.
Pour keycloak nous utilisons le serveur https://auth.insee.net/auth, le realm lei et le client lei-france-pd","[LEI] Healthcheck KO depuis l'ihm publique Service concerné (Vault, keycloak, sugoi, AD, ...) : keycloak

Description du problème : Le front de l'ihm du site public lei n'arrive plus à se connecter au healthcheck du back du poste de gestion. Lors de l'appel de l'url https://lei-france.insee.fr/healthcheck on appelle https://api-gestion-lei-france.insee.fr/healthcheck pour vérifier la bonne santé du back. L'url en question peut normalement être consultée librement, mais entre 11h50 et 12h01 elle a commencé à renvoyer une 401. Elle reste accessible pour les utilisateurs.
Pour keycloak nous utilisons le serveur https://auth.insee.net/auth, le realm lei et le client lei-france-pd",-1
213,213,[VAULT] Droits d'accès sur Vault,"# Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: DF
- Nom de l'application: EDL
- Groupe SUGOI: equipe_dev_edl
  - [X] à créer
  - [ ] existant
  
## Environnement: 

- [X] Vault horsprod (secrets-horsprod)
- [X] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---","[VAULT] Droits d'accès sur Vault # Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: DF
- Nom de l'application: EDL
- Groupe SUGOI: equipe_dev_edl
  - [X] à créer
  - [ ] existant
  
## Environnement: 

- [X] Vault horsprod (secrets-horsprod)
- [X] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---",9
214,214,[VAULT] Droits d'accès sur Vault pour l'application Compas,"# Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: UT
- Nom de l'application: COMPAS
- Groupe SUGOI: GESTION_VAULT_COMPAS
  - [x] à créer
  - [ ] existant
  
## Environnement: 

- [x] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---","[VAULT] Droits d'accès sur Vault pour l'application Compas # Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: UT
- Nom de l'application: COMPAS
- Groupe SUGOI: GESTION_VAULT_COMPAS
  - [x] à créer
  - [ ] existant
  
## Environnement: 

- [x] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---",9
215,215,[Vault] Ajout des droits d'écriture pour les namespaces,"En tant qu'équipe KubeApp je souhaite faire évoluer les droits donnés sur vault pour les namespaces.

On souhaite donner tous les droits sur

* le chemin \<cluster\>/\<namespace\>/equipe/dev\_\<short_namespace\>
* le(s) chemin(s) \<quartier\>/\<appli\>/equipe/dev\_\<short_namespace\> (si spécifié)

(comme ce qui est fait pour kubeDev sur le vault-horsprod)

Définition du done:

* [ ] Fait pour les ACLS de kubepreprod
* [ ] Fait pour les ACLS de kubepreprodmz
* [ ] Fait pour les ACLS de kubeprod
* [ ] Fait pour les ACLS de kubedmz","[Vault] Ajout des droits d'écriture pour les namespaces En tant qu'équipe KubeApp je souhaite faire évoluer les droits donnés sur vault pour les namespaces.

On souhaite donner tous les droits sur

* le chemin \<cluster\>/\<namespace\>/equipe/dev\_\<short_namespace\>
* le(s) chemin(s) \<quartier\>/\<appli\>/equipe/dev\_\<short_namespace\> (si spécifié)

(comme ce qui est fait pour kubeDev sur le vault-horsprod)

Définition du done:

* [ ] Fait pour les ACLS de kubepreprod
* [ ] Fait pour les ACLS de kubepreprodmz
* [ ] Fait pour les ACLS de kubeprod
* [ ] Fait pour les ACLS de kubedmz",23
216,216,[KEYCLOAK] Nouveau client Aida,"## Demande de création d'un client Keycloak

### Documentation:

- [Documentation Keycloak](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/)
- [Règles relatives aux clients](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Clients/)
- [Règles relatives aux scopes](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Scopes/)

## Role de client :

 1. [x] Authentification utilisateur depuis une application exécutée côté serveur (notamment : tomcat, apache en reverse-proxy authentifiant)
 2. [ ] Authentification client depuis une application exécuté côté navigateur (type javascript Y COMPRIS SWAGGER)
 3. [ ] Compte de service (connexion à une api protégée par OIDC depuis un batch ou une autre API)

(Les api n'ont pas besoins de client déclarés sur keycloak autre que pour l'usage du swagger)

## Instance de keycloak concernée :

- [x] auth.insee.test (qf z50)
- [ ] auth.insee.fr (prod z50)
- [ ] beta.auth.insee.net (beta z0)
- [ ] auth.insee.net (prod z0)
- [ ] auth.le-recensement-et-moi.fr (RP z0)
- [ ] auth.insee.rie.gouv.fr (prod z25) 
- [ ] auth.mgmt2.kube.adsia.sia.priv (qf z100)
- [ ] auth.mgmt1.kube.adsia.sia.priv (prod z100)

## Realm :

- agents-insee-interne

## Nom souhaité du client : 

_**Nous avons déjà un client 'aida' pour le cas 2.  
Si c'est possible techniquement, on peut également appeler celui-ci 'aida'.  
Sinon 'aida-serveur' ?**_

## Urls de redirection (pour les cas 1. et 2.) :

- https://aida-*

## Quartier et application Vault pour l'écriture du secret (cas 1 et 3)

Sauf indication contraire, le secret sera écrit dans le vault indiqué dans le chemin:

`secret-<horsprod|prodinterne|dmz>/<quartier>/<appli>/equipe/IAHS/keycloak/<realm>/<nom_du_client>` dans la clé `client_secret`

(cf. [documentation](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Clients/#transmission-du-secret))

- vault
  - [x] vault-horsprod
  - [ ] vault-prod
  - [ ] vault-dmz
- quartier:
  - => df
- appli:
  - => aida


---","[KEYCLOAK] Nouveau client Aida ## Demande de création d'un client Keycloak

### Documentation:

- [Documentation Keycloak](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/)
- [Règles relatives aux clients](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Clients/)
- [Règles relatives aux scopes](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Scopes/)

## Role de client :

 1. [x] Authentification utilisateur depuis une application exécutée côté serveur (notamment : tomcat, apache en reverse-proxy authentifiant)
 2. [ ] Authentification client depuis une application exécuté côté navigateur (type javascript Y COMPRIS SWAGGER)
 3. [ ] Compte de service (connexion à une api protégée par OIDC depuis un batch ou une autre API)

(Les api n'ont pas besoins de client déclarés sur keycloak autre que pour l'usage du swagger)

## Instance de keycloak concernée :

- [x] auth.insee.test (qf z50)
- [ ] auth.insee.fr (prod z50)
- [ ] beta.auth.insee.net (beta z0)
- [ ] auth.insee.net (prod z0)
- [ ] auth.le-recensement-et-moi.fr (RP z0)
- [ ] auth.insee.rie.gouv.fr (prod z25) 
- [ ] auth.mgmt2.kube.adsia.sia.priv (qf z100)
- [ ] auth.mgmt1.kube.adsia.sia.priv (prod z100)

## Realm :

- agents-insee-interne

## Nom souhaité du client : 

_**Nous avons déjà un client 'aida' pour le cas 2.  
Si c'est possible techniquement, on peut également appeler celui-ci 'aida'.  
Sinon 'aida-serveur' ?**_

## Urls de redirection (pour les cas 1. et 2.) :

- https://aida-*

## Quartier et application Vault pour l'écriture du secret (cas 1 et 3)

Sauf indication contraire, le secret sera écrit dans le vault indiqué dans le chemin:

`secret-<horsprod|prodinterne|dmz>/<quartier>/<appli>/equipe/IAHS/keycloak/<realm>/<nom_du_client>` dans la clé `client_secret`

(cf. [documentation](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Clients/#transmission-du-secret))

- vault
  - [x] vault-horsprod
  - [ ] vault-prod
  - [ ] vault-dmz
- quartier:
  - => df
- appli:
  - => aida


---",2
217,217,[KEYCLOAK] Nouveau client Keycloak pour galaxy,"## Demande de création d'un client Keycloak

### Documentation:

- [Documentation Keycloak](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/)
- [Règles relatives aux clients](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Clients/)
- [Règles relatives aux scopes](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Scopes/)

## Role de client :

 1. [x] Authentification utilisateur depuis une application éxécutée côté serveur (notamment : tomcat, apache en reverse-proxy authentifiant)
 2. [ ] Authentification client depuis une application éxécuté côté navigateur (type javascript Y COMPRIS SWAGGER)
 3. [ ] Compte de service (connexion à une api protégée par OIDC depuis un batch ou une autre API)

(Les api n'ont pas besoins de client déclarés sur keycloak autre que pour l'usage du swagger)

## Instance de keycloak concernée :

- [ ] auth.insee.test (qf z50)
- [x] auth.insee.fr (prod z50)
- [ ] beta.auth.insee.net (beta z0)
- [ ] auth.insee.net (prod z0)
- [ ] auth.le-recensement-et-moi.fr (RP z0)
- [ ] auth.insee.rie.gouv.fr (prod z25) 
- [ ] auth.mgmt2.kube.adsia.sia.priv (qf z100)
- [ ] auth.mgmt1.kube.adsia.sia.priv (prod z100)

## Realm :

- agents-insee-interne

## Nom souhaité du client :
*(nom de l'application, dans le cas 3. le compte sera suffixé par ""-service"")*

- galaxy

## Urls de redirection (pour les cas 1. et 2.) :

- https://galaxy.build-application1.kube.insee.fr

## Quartier et application Vault pour l'écriture du secret (cas 1 et 3)

Sauf indication contraire, le secret sera écrit dans le vault indiqué dans le chemin:

`secret-prodinterne/ap/galaxy/equipe/IAHS/keycloak/agents-insee-interne/galaxy` dans la clé `client_secret`

(cf. [documentation](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Clients/#transmission-du-secret))

- vault
  - [ ] vault-horsprod
  - [x] vault-prod
  - [ ] vault-dmz
- quartier:
  - => ap
- appli:
  - => galaxy


---","[KEYCLOAK] Nouveau client Keycloak pour galaxy ## Demande de création d'un client Keycloak

### Documentation:

- [Documentation Keycloak](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/)
- [Règles relatives aux clients](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Clients/)
- [Règles relatives aux scopes](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Scopes/)

## Role de client :

 1. [x] Authentification utilisateur depuis une application éxécutée côté serveur (notamment : tomcat, apache en reverse-proxy authentifiant)
 2. [ ] Authentification client depuis une application éxécuté côté navigateur (type javascript Y COMPRIS SWAGGER)
 3. [ ] Compte de service (connexion à une api protégée par OIDC depuis un batch ou une autre API)

(Les api n'ont pas besoins de client déclarés sur keycloak autre que pour l'usage du swagger)

## Instance de keycloak concernée :

- [ ] auth.insee.test (qf z50)
- [x] auth.insee.fr (prod z50)
- [ ] beta.auth.insee.net (beta z0)
- [ ] auth.insee.net (prod z0)
- [ ] auth.le-recensement-et-moi.fr (RP z0)
- [ ] auth.insee.rie.gouv.fr (prod z25) 
- [ ] auth.mgmt2.kube.adsia.sia.priv (qf z100)
- [ ] auth.mgmt1.kube.adsia.sia.priv (prod z100)

## Realm :

- agents-insee-interne

## Nom souhaité du client :
*(nom de l'application, dans le cas 3. le compte sera suffixé par ""-service"")*

- galaxy

## Urls de redirection (pour les cas 1. et 2.) :

- https://galaxy.build-application1.kube.insee.fr

## Quartier et application Vault pour l'écriture du secret (cas 1 et 3)

Sauf indication contraire, le secret sera écrit dans le vault indiqué dans le chemin:

`secret-prodinterne/ap/galaxy/equipe/IAHS/keycloak/agents-insee-interne/galaxy` dans la clé `client_secret`

(cf. [documentation](https://iahs.gitlab-pages.insee.fr/Offre%20authentification/Keycloak/Regles/Clients/#transmission-du-secret))

- vault
  - [ ] vault-horsprod
  - [x] vault-prod
  - [ ] vault-dmz
- quartier:
  - => ap
- appli:
  - => galaxy


---",2
218,218,Demande d'accès aux secrets Vault Prod pour Web Insee Plus PréProd Kube,"# Demande d'accès à des secrets Vault depuis un namespace Kube

Consultez:
- la documentation KubeApp [sur la configuration Kube nécessaire](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/)
- la documentation IAHS [sur les droits associés à cet accès](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/Acc%C3%A8s-Kube)

/!\ _Lors de la création des droits, il n'y a pas de création de l'arborescence. Celle-ci est créée lors de la création d'un premier secret.
Il est donc normal à l'initialisation des droits de ne pas trouver le(s) dossier(s) `equipe/dev_*/` ou `<cluster>/<namespace>/*`_ /!\

## Environnement(s): 

**Vault horsprod:**
- [ ] Kubedev

**Vault prod:**
- [x] Kubepreprod
- [ ] Kubeprod
    
**Vault dmz:**
- [ ] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [ ] Kubedmz

## Nom du namespace :

-  projet-web-insee-plus

## Chemins des secrets requis :

> _sous la forme:_ 
>
> ```<quartier>/<applicatif>``` pour le [coffre exploitant](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique#coffre-exploitant) (secrets-[horsprod|prodinterne|dmz])
>
> _ex:_ ```rh/mouvin```
>
> ```<nom-du-coffre>``` pour les [coffres produit](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/home/Coffre-produit)
>
> _ex:_ ```resil```

- df/wip

---","Demande d'accès aux secrets Vault Prod pour Web Insee Plus PréProd Kube # Demande d'accès à des secrets Vault depuis un namespace Kube

Consultez:
- la documentation KubeApp [sur la configuration Kube nécessaire](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/)
- la documentation IAHS [sur les droits associés à cet accès](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/Acc%C3%A8s-Kube)

/!\ _Lors de la création des droits, il n'y a pas de création de l'arborescence. Celle-ci est créée lors de la création d'un premier secret.
Il est donc normal à l'initialisation des droits de ne pas trouver le(s) dossier(s) `equipe/dev_*/` ou `<cluster>/<namespace>/*`_ /!\

## Environnement(s): 

**Vault horsprod:**
- [ ] Kubedev

**Vault prod:**
- [x] Kubepreprod
- [ ] Kubeprod
    
**Vault dmz:**
- [ ] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [ ] Kubedmz

## Nom du namespace :

-  projet-web-insee-plus

## Chemins des secrets requis :

> _sous la forme:_ 
>
> ```<quartier>/<applicatif>``` pour le [coffre exploitant](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique#coffre-exploitant) (secrets-[horsprod|prodinterne|dmz])
>
> _ex:_ ```rh/mouvin```
>
> ```<nom-du-coffre>``` pour les [coffres produit](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/home/Coffre-produit)
>
> _ex:_ ```resil```

- df/wip

---",8
219,219,Accès à Vault Prod pour l'équipe Web Insee Plus,"# Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: df
- Nom de l'application: Web-Insee-Plus (wip)
- Groupe SUGOI: dev_gestion_secrets_WEB-INSEE-PLUS
  - [ ] à créer
  - [X] existant
  
## Environnement: 

- [ ] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---

NB : le rôle dev_DF-wip existe et fonctionne sur Vault prod, l'idéal serait qu'il permette de gérer les secrets applicatifs de la même manière que ce qui a été fait en hors prod","Accès à Vault Prod pour l'équipe Web Insee Plus # Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: df
- Nom de l'application: Web-Insee-Plus (wip)
- Groupe SUGOI: dev_gestion_secrets_WEB-INSEE-PLUS
  - [ ] à créer
  - [X] existant
  
## Environnement: 

- [ ] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---

NB : le rôle dev_DF-wip existe et fonctionne sur Vault prod, l'idéal serait qu'il permette de gérer les secrets applicatifs de la même manière que ce qui a été fait en hors prod",9
220,220,[VAULT] Droits d'accès sur Vault,"# Demande d'accès à des secrets Vault depuis un namespace Kube

Consultez:
- la documentation KubeApp [sur la configuration Kube nécessaire](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/)
- la documentation IAHS [sur les droits associés à cet accès](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/Acc%C3%A8s-Kube)

/!\ _Lors de la création des droits, il n'y a pas de création de l'arborescence. Celle-ci est créée lors de la création d'un premier secret.
Il est donc normal à l'initialisation des droits de ne pas trouver le(s) dossier(s) `equipe/dev_*/` ou `<cluster>/<namespace>/*`_ /!\

## Environnement(s): 

**Vault horsprod:**
- [ ] Kubedev

**Vault prod:**
- [ ] Kubepreprod
- [X] Kubeprod
    
**Vault dmz:**
- [ ] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [ ] Kubedmz

## Nom du namespace :

-  projet-observabilite

## Chemins des secrets requis :

> _sous la forme:_ 
>
> ```<quartier>/<applicatif>``` pour le [coffre exploitant](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique#coffre-exploitant) (secrets-[horsprod|prodinterne|dmz])
>
> _ex:_ ```rh/mouvin```
>
> ```<nom-du-coffre>``` pour les [coffres produit](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/home/Coffre-produit)
>
> _ex:_ ```resil```

- ap/observabilite

---","[VAULT] Droits d'accès sur Vault # Demande d'accès à des secrets Vault depuis un namespace Kube

Consultez:
- la documentation KubeApp [sur la configuration Kube nécessaire](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/guide_utilisateurs/service_gestion_secrets/secrets_externes/)
- la documentation IAHS [sur les droits associés à cet accès](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/Acc%C3%A8s-Kube)

/!\ _Lors de la création des droits, il n'y a pas de création de l'arborescence. Celle-ci est créée lors de la création d'un premier secret.
Il est donc normal à l'initialisation des droits de ne pas trouver le(s) dossier(s) `equipe/dev_*/` ou `<cluster>/<namespace>/*`_ /!\

## Environnement(s): 

**Vault horsprod:**
- [ ] Kubedev

**Vault prod:**
- [ ] Kubepreprod
- [X] Kubeprod
    
**Vault dmz:**
- [ ] Kubepreprod
- [ ] Kubeprod
- [ ] Kubeppdmz
- [ ] Kubedmz

## Nom du namespace :

-  projet-observabilite

## Chemins des secrets requis :

> _sous la forme:_ 
>
> ```<quartier>/<applicatif>``` pour le [coffre exploitant](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique#coffre-exploitant) (secrets-[horsprod|prodinterne|dmz])
>
> _ex:_ ```rh/mouvin```
>
> ```<nom-du-coffre>``` pour les [coffres produit](https://gitlab.insee.fr/iahs/secrets/documentation/doc-publique/-/wikis/home/Coffre-produit)
>
> _ex:_ ```resil```

- ap/observabilite

---",8
221,221,[VAULT] Droits d'accès sur Vault,"# Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: rp
- Nom de l'application: itac
- Groupe SUGOI:
  - [x] à créer
  - [ ] existant
  
## Environnement: 

- [x] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [x] Vault dmz (secrets-dmz)

---","[VAULT] Droits d'accès sur Vault # Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué 

---

## Application

- Quartier: rp
- Nom de l'application: itac
- Groupe SUGOI:
  - [x] à créer
  - [ ] existant
  
## Environnement: 

- [x] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [x] Vault dmz (secrets-dmz)

---",9
222,222,[VAULT] Droits d'accès sur Vault,"# Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev\_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué

---

## Application

- Quartier: UT
- Nom de l'application: Gardien
- Groupe SUGOI:
  - [ ] à créer
  - [x] existant : gestion_secret_vault_GARDIEN

## Environnement:

- [x] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---","[VAULT] Droits d'accès sur Vault # Demande d'accès à Vault pour une équipe applicative

L'accès mis en place est détaillé ici: [Gestion des secrets du coffre exploitant](https://iahs.gitlab-pages.insee.fr/Offre%20secrets/Le%20coffre%20exploitant/Coffre-exploitant/)

Le role sera de la forme dev\_\<quartier\>-\<application\> (ex: dev_ap-gitlab) et accessible aux membres du groupe SUGOI indiqué

---

## Application

- Quartier: UT
- Nom de l'application: Gardien
- Groupe SUGOI:
  - [ ] à créer
  - [x] existant : gestion_secret_vault_GARDIEN

## Environnement:

- [x] Vault horsprod (secrets-horsprod)
- [x] Vault prod (secrets-prodinterne)
- [ ] Vault dmz (secrets-dmz)

---",9
